gender,location_type,program_enrolled,financial_aid_status,part_time_work,career_alignment,family_support,stress_levels,internet_connectivity_issues,parents_education,ragging_experience,age,family_income,distance_to_institute,tenth_marks,attendance_rate,test_scores_avg,practical_skills_rating,backlogs,teaching_quality_rating,motivation_score,num_siblings,dropout
Female,Rural,ECE,No,Yes,Medium,Medium,Medium,Occasional Issues,Mixed,No,17,6238.0,1.83,77.5,80.4,82.5,100.0,0,8,8,1,No
Male,Semi-urban,Electrical,Partial,No,High,Medium,Medium,No Issues,Both School,Yes,17,9618.0,15.5,84.0,41.5,57.4,52.2,1,6,6,1,Yes
Male,Urban,Welding,Partial,Yes,Medium,Medium,High,Occasional Issues,Mixed,No,16,7114.0,18.6,55.0,63.3,80.3,83.1,2,5,4,3,Yes
Male,Urban,Computer IT,Partial,No,Medium,Medium,Medium,Frequent Issues,Both School,No,19,5174.0,3.1,77.0,89.4,64.6,77.0,0,7,8,1,No
Male,Semi-urban,Civil,Full,No,Medium,Medium,High,Frequent Issues,Both School,Yes,21,22325.0,27.2,71.8,53.8,58.0,77.3,1,7,4,3,Yes
Male,Semi-urban,Mechanical,Partial,Yes,Medium,Medium,High,Occasional Issues,Both College,No,18,5079.0,1.4,79.7,65.7,80.4,91.5,0,9,7,1,No
Male,Semi-urban,ECE,Full,Yes,Medium,Medium,Medium,No Issues,Both College,No,24,35402.0,3.3,80.6,54.2,74.1,84.4,1,9,7,3,No
Male,Rural,Electrical,Full,No,Low,Low,High,No Issues,Both School,No,16,3492.0,36.97,77.4,83.9,51.6,56.5,3,10,4,5,Yes
Female,Urban,Mechanical,Partial,No,Low,Medium,Medium,No Issues,Both School,No,20,23218.0,9.3,49.6,22.0,100.0,100.0,2,9,4,3,No
Male,Rural,Computer IT,Partial,No,High,High,Low,Frequent Issues,Both School,No,23,11020.0,2.88,79.4,80.3,86.8,92.8,4,10,10,1,No
Male,Semi-urban,ECE,Partial,No,Low,Low,Medium,No Issues,No,No,18,10413.0,2.8,73.3,83.6,49.4,47.9,3,7,1,1,Yes
Male,Semi-urban,Mechanical,No,Yes,Medium,High,Low,Occasional Issues,Mixed,No,20,5853.0,6.3,95.5,80.9,56.3,74.1,1,7,8,1,No
Male,Rural,Plumbing,Full,No,High,Low,Medium,Occasional Issues,Mixed,No,17,3603.0,6.81,89.6,75.9,64.0,88.2,0,6,6,1,No
Female,Urban,Welding,Full,Yes,Low,Low,High,No Issues,No,No,23,2666.0,8.1,54.4,10.0,35.0,44.6,1,5,3,1,Yes
Male,Rural,Welding,Partial,Yes,High,High,Medium,Occasional Issues,Both College,No,22,6567.0,8.74,59.4,42.1,42.9,40.0,1,4,7,3,Yes
Female,Urban,Mechanical,Partial,No,High,Medium,Medium,Occasional Issues,Mixed,No,21,37769.0,6.8,87.8,82.8,54.8,64.5,0,5,10,1,No
Male,Urban,ECE,No,Yes,Low,Medium,Low,No Issues,Both School,No,18,18987.0,2.5,88.6,69.8,87.1,61.1,6,8,2,2,Yes
Male,Semi-urban,Civil,Full,No,Low,Medium,Low,Frequent Issues,Both College,No,27,32608.0,4.4,67.2,80.8,57.2,79.4,0,5,4,1,No
Female,Rural,Electrical,No,Yes,Medium,High,Medium,Occasional Issues,No,No,21,9274.0,10.04,74.5,81.4,61.5,71.4,0,6,8,1,No
Male,Urban,Electrical,Full,No,High,Low,High,Occasional Issues,Both School,Yes,26,41713.0,9.9,84.0,62.2,92.0,86.0,0,7,4,1,No
Female,Urban,Civil,Partial,No,Medium,Low,Low,No Issues,No,No,24,24270.0,0.5,92.7,64.1,73.3,90.7,5,7,4,3,Yes
Male,Urban,Electrical,Full,No,Medium,Low,High,Frequent Issues,No,Yes,19,14232.0,29.9,61.5,14.7,48.9,40.9,1,7,1,1,Yes
Male,Semi-urban,Plumbing,No,Yes,Low,High,Medium,Frequent Issues,No,No,25,4861.0,5.6,68.7,34.4,50.5,70.9,2,6,4,1,Yes
Male,Urban,Mechanical,No,Yes,High,High,High,Occasional Issues,Both School,Yes,18,13887.0,2.1,84.8,66.7,81.8,84.7,0,8,5,2,No
Male,Rural,Mechanical,Partial,Yes,Low,High,High,Frequent Issues,Both School,Yes,16,5048.0,16.64,87.8,18.3,53.4,69.9,1,10,2,7,Yes
Male,Rural,Computer IT,No,Yes,High,Medium,Medium,Frequent Issues,No,No,26,12706.0,2.77,85.2,37.6,64.2,84.5,1,7,8,1,Yes
Male,Urban,Civil,Partial,No,High,High,High,No Issues,Both School,Yes,24,19245.0,13.7,83.1,59.5,65.5,67.6,0,5,5,3,No
Male,Rural,Welding,No,Yes,Low,High,Medium,Occasional Issues,No,No,21,2885.0,11.1,82.3,60.9,74.5,78.3,6,6,5,1,Yes
Female,Rural,Computer IT,Partial,No,Medium,Medium,Low,Occasional Issues,Mixed,No,19,6271.0,6.97,88.1,72.2,65.1,69.4,0,8,7,2,No
Female,Urban,ECE,Full,No,Low,Medium,Medium,Occasional Issues,Both College,No,22,12599.0,3.9,59.8,86.5,69.9,57.4,0,5,5,1,No
Female,Rural,Welding,No,No,Low,Medium,Medium,No Issues,Both College,No,26,9648.0,26.95,94.5,54.1,75.4,79.6,0,7,4,1,Yes
Female,Urban,Computer IT,No,Yes,Low,Low,Low,Occasional Issues,Both School,No,24,10667.0,24.4,76.9,27.9,80.3,95.9,1,8,2,1,Yes
Male,Semi-urban,Electrical,Partial,No,High,Medium,Medium,No Issues,Both School,No,19,5131.0,1.8,90.3,17.7,41.6,45.0,1,8,7,2,No
Female,Urban,Electrical,Full,No,Medium,Medium,Medium,Occasional Issues,Mixed,No,17,24717.0,7.1,73.0,88.4,71.9,81.1,3,9,7,2,No
Male,Rural,Civil,Partial,No,Medium,High,Low,Frequent Issues,Both College,No,19,6846.0,9.74,73.4,35.8,35.0,58.5,0,6,9,1,No
Female,Semi-urban,ECE,No,Yes,High,Medium,High,Occasional Issues,No,Yes,20,3619.0,3.2,60.4,55.5,46.3,62.6,2,7,5,2,Yes
Male,Semi-urban,ECE,Partial,No,High,High,Medium,Occasional Issues,Both School,No,22,34996.0,41.4,88.7,65.7,52.6,40.9,4,7,8,2,Yes
Male,Semi-urban,Welding,No,No,High,Low,Medium,No Issues,Both College,Yes,20,6235.0,1.7,80.0,37.9,52.5,57.6,3,6,3,2,Yes
Male,Rural,Plumbing,No,No,High,Medium,High,No Issues,Mixed,Yes,20,2675.0,3.21,85.5,72.6,65.8,72.8,5,4,2,1,Yes
Female,Urban,Electrical,Full,Yes,High,Medium,High,No Issues,Both School,No,19,9434.0,3.0,80.2,77.4,95.8,100.0,0,8,8,2,No
Male,Semi-urban,Computer IT,No,Yes,Medium,Low,High,Occasional Issues,Mixed,No,17,14158.0,18.7,72.1,95.1,72.0,69.5,0,10,5,5,No
Male,Urban,ECE,No,Yes,Medium,High,Medium,Frequent Issues,Both College,No,20,16528.0,6.3,66.3,48.0,45.4,50.5,1,6,10,2,No
Female,Semi-urban,Plumbing,Full,No,Medium,Medium,Medium,Occasional Issues,Mixed,No,22,29037.0,10.2,87.9,38.6,35.0,48.5,1,7,8,1,Yes
Male,Rural,Civil,Full,No,Low,Medium,Medium,No Issues,Mixed,No,19,7256.0,11.33,63.3,60.0,81.2,73.6,0,8,2,6,No
Female,Rural,Mechanical,No,No,Low,High,Low,No Issues,Both College,No,21,2859.0,5.98,78.5,18.5,64.2,82.2,3,6,7,2,No
Female,Urban,Computer IT,No,No,High,Medium,Medium,No Issues,Both School,No,20,25310.0,9.0,84.7,46.4,35.6,49.6,1,7,8,1,No
Male,Rural,Electrical,Partial,No,Medium,High,Low,No Issues,Both School,No,21,3033.0,8.93,76.2,84.3,88.0,86.5,0,10,10,1,No
Female,Urban,Computer IT,No,Yes,Low,Low,High,No Issues,Both School,No,22,33895.0,0.5,92.4,67.5,74.2,81.2,1,8,3,3,Yes
Male,Semi-urban,Electrical,Partial,Yes,High,High,Medium,Frequent Issues,Both School,No,16,5367.0,7.8,66.2,44.6,35.0,42.2,1,6,10,1,Yes
Female,Semi-urban,Civil,Full,Yes,High,Medium,Medium,No Issues,Both College,No,18,4719.0,8.6,78.6,60.6,46.8,55.7,0,7,6,1,No
Male,Urban,Mechanical,Partial,No,Medium,High,High,Occasional Issues,Both School,No,17,39657.0,10.6,84.0,91.8,100.0,100.0,0,8,3,2,No
Male,Urban,Electrical,Partial,No,Medium,High,Low,Frequent Issues,No,No,17,18665.0,1.7,82.0,32.3,80.6,98.3,4,6,7,1,No
Male,Rural,Civil,Full,Yes,Medium,Medium,Medium,No Issues,No,No,22,15416.0,5.64,70.3,74.2,96.9,100.0,1,7,8,5,No
Male,Semi-urban,Welding,Partial,No,High,Medium,High,No Issues,No,Yes,17,11281.0,4.6,62.0,78.6,79.7,94.4,0,6,7,2,No
Female,Urban,Welding,Partial,No,Low,Low,Medium,Occasional Issues,Mixed,No,20,4740.0,12.1,64.9,64.0,100.0,100.0,0,8,3,3,Yes
Male,Rural,Computer IT,Partial,No,Medium,High,Medium,No Issues,Mixed,No,21,13058.0,3.14,90.3,51.5,58.8,72.3,0,8,7,2,No
Female,Semi-urban,Welding,No,Yes,High,Medium,Medium,No Issues,Both College,No,19,7757.0,1.9,82.5,72.3,68.3,68.6,2,8,9,2,No
Male,Urban,ECE,No,Yes,Medium,Low,High,No Issues,Both School,No,24,12798.0,21.4,92.8,14.4,42.7,48.8,0,7,6,1,Yes
Female,Semi-urban,Plumbing,No,No,Low,Medium,Medium,No Issues,Mixed,No,20,30966.0,5.3,74.0,65.2,47.7,54.3,0,6,5,1,No
Male,Rural,Plumbing,Partial,No,Medium,Low,High,No Issues,Mixed,Yes,23,3179.0,5.03,78.8,57.9,67.5,75.4,0,3,4,4,Yes
Female,Semi-urban,ECE,No,No,High,High,High,No Issues,Mixed,No,19,25833.0,14.2,77.3,83.1,35.7,41.5,4,7,10,4,Yes
Female,Semi-urban,Civil,Partial,Yes,Low,Medium,High,No Issues,Both College,Yes,23,8357.0,5.0,77.2,64.7,70.7,67.0,0,6,2,3,Yes
Female,Urban,Computer IT,Partial,No,Low,High,Low,Frequent Issues,Both School,No,19,44738.0,5.0,69.2,64.4,69.1,71.1,0,10,3,2,No
Female,Urban,Welding,Partial,Yes,Low,Medium,High,Occasional Issues,Both College,No,20,4633.0,3.0,93.4,62.5,50.8,58.1,2,5,5,6,Yes
Male,Rural,Mechanical,Partial,No,High,Low,Low,Occasional Issues,No,No,17,2183.0,8.23,88.1,72.6,53.9,52.8,6,7,9,2,Yes
Female,Rural,Plumbing,No,Yes,High,Medium,Low,No Issues,Both School,No,24,5943.0,32.85,82.9,59.3,63.0,60.5,1,4,6,2,Yes
Male,Urban,Plumbing,Full,No,High,Low,Medium,Occasional Issues,Mixed,No,23,15187.0,0.5,73.4,55.4,52.0,68.0,1,6,6,3,No
Female,Semi-urban,Computer IT,Partial,No,Medium,Low,High,No Issues,Both College,Yes,18,19392.0,0.7,59.5,60.1,54.3,67.4,4,5,4,3,Yes
Male,Rural,Civil,Full,No,Low,Medium,Low,Frequent Issues,Mixed,No,15,17805.0,6.28,83.5,32.8,46.8,44.1,2,8,4,2,Yes
Male,Urban,Plumbing,Partial,Yes,High,Low,High,No Issues,Both College,No,21,9003.0,20.1,71.8,29.6,62.3,76.9,3,4,6,2,Yes
Female,Rural,ECE,No,Yes,Low,Medium,Medium,No Issues,No,No,17,3675.0,22.48,95.5,74.6,45.7,54.9,1,6,5,3,Yes
Male,Semi-urban,Civil,No,Yes,Medium,Medium,High,No Issues,Both School,No,18,2847.0,0.9,71.1,80.4,52.8,44.8,0,5,6,1,No
Female,Rural,Computer IT,No,Yes,Low,High,Medium,Occasional Issues,Mixed,No,23,10144.0,29.13,72.1,61.6,62.9,64.6,1,5,6,1,Yes
Female,Urban,Mechanical,No,Yes,Medium,Medium,Low,Occasional Issues,No,No,23,2705.0,3.6,85.0,71.8,51.8,54.0,1,7,8,1,No
Female,Semi-urban,Mechanical,Partial,No,Low,Low,Medium,Occasional Issues,No,No,20,2442.0,10.6,73.0,94.2,49.3,63.6,0,6,3,2,Yes
Male,Rural,Mechanical,Partial,No,Low,Low,High,Frequent Issues,Mixed,No,18,23234.0,9.28,77.3,90.8,62.5,76.8,2,9,4,3,No
Male,Semi-urban,Welding,No,Yes,Medium,Medium,High,Occasional Issues,Both College,Yes,16,4504.0,11.2,61.4,47.2,58.5,64.4,0,3,4,2,Yes
Male,Rural,Electrical,Partial,No,Medium,Medium,Medium,No Issues,Mixed,No,17,41902.0,30.52,86.2,59.7,35.0,43.1,2,3,8,1,Yes
Female,Urban,Mechanical,Partial,Yes,High,Medium,Medium,No Issues,Mixed,No,23,6842.0,1.0,73.4,46.3,52.4,76.8,2,6,10,1,No
Male,Semi-urban,Mechanical,Full,No,High,Medium,Low,No Issues,No,No,24,2000.0,2.0,66.8,77.1,94.9,97.7,0,6,6,2,No
Female,Rural,Computer IT,No,Yes,Medium,High,High,Occasional Issues,Both School,Yes,15,2000.0,18.67,94.3,66.6,96.0,96.5,0,8,3,4,Yes
Female,Urban,Mechanical,No,No,Low,Medium,High,No Issues,Both School,No,25,13729.0,0.5,93.5,45.2,59.8,67.1,1,10,4,1,Yes
Female,Semi-urban,Electrical,Partial,No,High,Low,Low,No Issues,No,No,24,5591.0,0.5,69.3,51.2,45.7,48.1,3,7,5,1,Yes
Male,Semi-urban,Computer IT,No,Yes,High,Low,Medium,No Issues,Both College,No,16,12985.0,5.5,67.0,77.9,86.2,96.1,1,8,5,6,No
Male,Urban,Civil,No,No,Medium,Low,High,No Issues,Both College,No,21,17249.0,17.0,84.6,13.6,60.1,67.4,2,8,2,3,Yes
Male,Urban,Civil,Full,No,Medium,Medium,Medium,Occasional Issues,Both School,Yes,24,3988.0,13.0,73.1,56.7,59.1,72.3,3,4,4,1,Yes
Male,Urban,Welding,No,Yes,Medium,High,Medium,Occasional Issues,Both College,No,24,11657.0,13.3,85.7,28.9,44.1,55.3,0,5,7,1,No
Male,Rural,Civil,Partial,No,High,Medium,Low,Occasional Issues,Both School,No,24,7962.0,4.44,79.6,47.1,73.9,88.8,1,7,10,1,No
Female,Semi-urban,Plumbing,Partial,Yes,Medium,Medium,Low,No Issues,Both School,No,25,2810.0,3.1,75.4,52.7,69.1,80.9,1,5,5,1,No
Male,Rural,Civil,No,Yes,Medium,High,Medium,Frequent Issues,Both School,No,26,4438.0,31.56,88.9,35.8,52.2,61.7,0,8,8,3,Yes
Female,Semi-urban,Civil,Partial,No,Medium,High,Low,Frequent Issues,Both School,No,24,9399.0,2.6,86.9,90.8,35.0,40.0,0,3,8,1,No
Male,Rural,Welding,Partial,No,Medium,Medium,High,Occasional Issues,Both College,No,20,23853.0,18.05,85.2,24.4,35.0,45.0,1,4,8,1,Yes
Male,Semi-urban,Civil,Full,No,High,Low,Low,Occasional Issues,Both College,No,22,5577.0,5.9,84.6,59.4,56.7,79.3,1,5,6,1,No
Female,Rural,Computer IT,Partial,No,High,Medium,Medium,Occasional Issues,Both School,No,23,18369.0,6.03,77.6,18.4,50.0,71.5,1,7,9,1,No
Male,Rural,Mechanical,Partial,No,Medium,High,Medium,Frequent Issues,Mixed,No,21,3768.0,11.79,63.3,14.2,40.9,61.4,4,9,7,2,Yes
Female,Rural,Welding,Partial,No,Low,High,Medium,Occasional Issues,Both School,No,24,18289.0,2.45,67.8,83.7,53.9,62.4,0,6,6,2,No
Female,Semi-urban,Electrical,Partial,No,Low,Medium,High,Occasional Issues,No,Yes,22,6120.0,9.6,82.5,28.8,38.7,52.2,0,6,2,4,Yes
Male,Semi-urban,Electrical,Full,No,Medium,Medium,High,Frequent Issues,Mixed,Yes,19,17531.0,6.7,90.5,58.2,78.3,86.7,0,3,5,1,No
Male,Urban,Mechanical,Partial,No,Low,Medium,Medium,Frequent Issues,Both School,No,20,6911.0,5.7,86.5,77.7,43.9,63.0,5,7,5,2,Yes
Female,Urban,Welding,No,No,High,Medium,Medium,Occasional Issues,Mixed,No,23,15882.0,4.6,79.5,50.3,70.8,83.6,1,5,9,1,No
Male,Urban,Welding,Full,No,Medium,High,Medium,Frequent Issues,Mixed,No,22,11630.0,28.2,71.9,64.7,48.7,65.0,0,5,7,1,No
Male,Urban,ECE,Full,No,Low,Low,High,No Issues,Both College,Yes,22,13048.0,6.7,73.9,73.6,60.0,58.9,2,4,1,2,Yes
Female,Rural,Welding,No,Yes,Medium,Low,High,No Issues,No,No,20,6641.0,7.55,59.0,59.6,47.6,50.4,2,4,5,1,Yes
Male,Urban,Civil,No,No,Medium,Medium,Low,Occasional Issues,Both School,No,20,15969.0,1.1,74.8,23.3,55.8,62.4,4,6,6,2,Yes
Male,Urban,Computer IT,Partial,No,Low,Low,High,Occasional Issues,No,Yes,17,2000.0,24.2,93.1,69.9,59.6,79.1,2,5,2,1,Yes
Female,Rural,ECE,No,Yes,Medium,Medium,High,Occasional Issues,Both School,No,22,14943.0,5.02,77.9,50.0,35.0,41.5,0,5,8,3,Yes
Male,Semi-urban,Mechanical,No,No,Medium,High,Low,No Issues,Both School,No,18,10000.0,7.8,92.1,80.8,73.5,77.9,0,7,10,4,No
Male,Semi-urban,Electrical,No,No,Medium,Low,Medium,Occasional Issues,No,No,24,15287.0,5.8,86.0,81.3,35.0,40.3,2,7,5,2,Yes
Male,Rural,Plumbing,Full,Yes,Medium,High,Low,Occasional Issues,Both School,No,28,3286.0,6.25,72.5,31.9,37.0,55.6,3,5,6,1,Yes
Male,Urban,ECE,No,Yes,Medium,High,Low,No Issues,Both School,No,16,13186.0,18.2,48.9,80.4,43.7,54.0,0,9,8,1,No
Male,Rural,Welding,Partial,Yes,Medium,Medium,Medium,No Issues,Both School,No,23,3430.0,20.07,86.1,18.8,46.8,60.5,1,8,9,3,Yes
Male,Semi-urban,Mechanical,No,Yes,High,Low,Medium,No Issues,Mixed,No,24,7222.0,7.2,81.8,53.9,81.8,100.0,1,10,6,7,No
Female,Rural,ECE,No,Yes,Medium,High,High,No Issues,No,No,16,2344.0,50.0,92.5,56.9,76.1,96.2,0,5,7,4,Yes
Male,Urban,ECE,No,No,Medium,Low,High,No Issues,Both School,No,17,16845.0,2.3,84.4,46.1,62.5,92.7,7,7,6,3,Yes
Male,Urban,Mechanical,Partial,No,Low,High,Low,Occasional Issues,Both College,No,23,9712.0,1.3,92.3,48.2,47.7,58.5,2,7,5,2,No
Male,Rural,Computer IT,Partial,Yes,Low,High,Medium,Frequent Issues,Both School,No,23,20181.0,11.36,82.5,79.8,84.2,68.6,1,10,3,2,No
Male,Rural,Welding,Partial,Yes,Low,Medium,Medium,Occasional Issues,Both College,No,20,3557.0,1.24,93.6,65.7,41.6,46.1,3,8,6,2,Yes
Male,Semi-urban,Computer IT,Partial,Yes,Medium,Medium,High,Occasional Issues,Both School,No,21,9491.0,8.4,89.3,44.7,47.9,76.0,1,7,8,2,No
Male,Semi-urban,Welding,Full,No,Medium,Medium,Medium,Occasional Issues,Mixed,No,19,2802.0,1.8,94.1,39.0,35.0,40.0,6,7,8,6,Yes
Male,Urban,Mechanical,Partial,Yes,Low,High,Medium,Occasional Issues,Both School,No,20,11228.0,3.1,59.0,58.7,70.1,80.0,0,10,3,1,No
Male,Semi-urban,Electrical,No,Yes,Low,Low,Low,No Issues,Mixed,No,18,5957.0,4.2,78.3,67.2,59.6,63.2,0,4,4,2,No
Female,Urban,Welding,No,Yes,High,High,Low,No Issues,Both School,No,22,5450.0,13.0,83.9,72.9,47.1,49.1,0,5,9,3,No
Female,Rural,Mechanical,Partial,Yes,Low,High,Low,Occasional Issues,Both School,No,20,2327.0,18.54,75.7,13.0,62.8,87.7,0,6,2,2,Yes
Male,Semi-urban,Mechanical,Partial,No,High,Medium,Medium,No Issues,Mixed,No,24,14641.0,2.4,86.4,73.1,42.8,40.0,7,7,8,4,Yes
Male,Semi-urban,Welding,Partial,No,Medium,Medium,Low,Frequent Issues,Mixed,No,16,10610.0,5.3,71.4,82.1,81.8,93.2,0,5,6,1,No
Male,Rural,Electrical,Partial,Yes,Medium,Medium,Low,No Issues,Both School,No,19,4012.0,0.95,62.6,60.5,60.6,74.4,2,6,8,5,No
Male,Rural,Civil,No,Yes,High,High,High,Occasional Issues,Both School,Yes,18,3361.0,0.84,67.9,16.6,43.9,55.6,1,7,4,2,Yes
Male,Semi-urban,Computer IT,No,Yes,High,Medium,Low,No Issues,Both College,No,20,13725.0,14.5,83.8,58.2,43.0,49.3,1,7,10,3,No
Male,Urban,Electrical,Partial,No,Medium,Low,High,No Issues,No,No,22,3959.0,6.0,75.8,71.2,63.3,73.0,0,8,5,2,No
Male,Semi-urban,Welding,Partial,No,Medium,High,Low,No Issues,Mixed,No,20,12957.0,0.5,88.5,93.9,78.1,79.8,0,6,10,2,No
Male,Semi-urban,Electrical,No,No,High,Low,Low,Occasional Issues,Both College,No,25,5977.0,2.3,90.8,81.0,67.0,66.9,0,8,9,5,No
Male,Urban,Welding,Partial,No,Medium,High,Medium,Occasional Issues,Mixed,No,23,27640.0,0.8,83.5,51.8,69.1,91.0,0,8,6,2,No
Male,Rural,Mechanical,Partial,No,Low,Medium,Low,Occasional Issues,No,No,23,2000.0,7.53,76.7,74.4,57.1,77.6,0,5,3,3,No
Male,Rural,Welding,No,Yes,Medium,High,Medium,No Issues,Both College,No,19,12081.0,32.01,67.5,56.8,84.5,91.3,0,8,9,1,No
Male,Urban,Electrical,No,No,Low,Low,Medium,No Issues,Mixed,No,23,13335.0,1.9,77.3,12.7,68.3,94.3,1,9,3,1,Yes
Male,Urban,Mechanical,Partial,No,Medium,High,Low,Frequent Issues,No,No,22,3805.0,5.5,89.9,56.9,62.2,94.9,1,7,8,2,No
Male,Semi-urban,Plumbing,Partial,No,Low,High,Medium,Occasional Issues,No,No,19,2000.0,3.3,89.5,68.3,65.3,82.9,3,4,5,1,Yes
Female,Urban,Mechanical,Full,No,Medium,High,Medium,Occasional Issues,Both School,No,20,24993.0,6.4,81.3,56.4,49.5,89.5,0,6,7,2,No
Female,Urban,Mechanical,No,Yes,High,Low,High,No Issues,Both College,No,18,18042.0,0.5,82.0,82.2,80.6,94.0,2,8,6,1,No
Male,Rural,Electrical,No,Yes,Medium,High,Medium,No Issues,Both School,No,20,4514.0,0.76,73.4,72.0,41.7,59.3,1,8,7,1,No
Female,Semi-urban,Civil,No,Yes,Medium,Medium,Medium,No Issues,Both School,No,17,33590.0,3.1,85.8,53.5,66.6,82.6,2,7,7,1,No
Male,Urban,Electrical,Partial,No,Medium,Medium,Medium,No Issues,Mixed,No,23,3749.0,17.1,80.9,90.7,61.5,72.8,0,1,7,2,No
Male,Urban,Computer IT,No,Yes,Low,High,High,Frequent Issues,Mixed,Yes,20,8181.0,3.9,81.3,30.9,71.9,100.0,1,10,4,3,Yes
Male,Semi-urban,Welding,No,No,High,Medium,Medium,Frequent Issues,Both School,No,18,18232.0,4.1,76.1,64.5,74.5,77.2,2,7,8,1,No
Female,Rural,ECE,No,No,Medium,Medium,High,Occasional Issues,Mixed,No,18,27850.0,16.71,70.2,66.6,44.8,59.6,1,5,8,1,No
Male,Semi-urban,Mechanical,No,Yes,High,High,Low,Occasional Issues,Both College,No,21,13638.0,0.5,94.7,72.8,63.2,73.9,0,9,10,3,No
Female,Rural,Electrical,No,Yes,Medium,Low,High,No Issues,Both College,No,18,9993.0,0.97,74.5,75.3,75.5,79.3,0,8,5,2,No
Female,Rural,ECE,No,Yes,Medium,High,Medium,Frequent Issues,Mixed,No,24,6591.0,20.6,73.3,54.7,60.6,85.2,1,5,10,2,Yes
Male,Rural,Computer IT,Partial,No,Medium,Medium,High,Occasional Issues,Mixed,No,20,3898.0,9.96,75.5,46.1,69.9,83.9,2,5,8,1,No
Male,Semi-urban,Civil,No,No,High,Low,High,Occasional Issues,Mixed,No,24,37925.0,0.5,83.1,32.5,64.7,73.6,1,10,5,1,No
Male,Rural,Computer IT,Full,Yes,Low,High,High,Frequent Issues,Mixed,No,21,20977.0,23.55,84.9,49.3,40.0,46.0,0,7,7,2,Yes
Male,Urban,Computer IT,Partial,Yes,Medium,Medium,Medium,No Issues,Both School,No,19,6028.0,7.1,60.1,62.6,57.2,61.7,0,10,5,2,No
Male,Rural,ECE,Partial,Yes,High,High,Low,No Issues,Both School,No,15,5475.0,6.89,74.0,41.2,46.2,63.9,4,9,10,4,Yes
Female,Urban,ECE,No,Yes,Medium,Medium,High,Frequent Issues,Both School,No,22,6311.0,2.3,77.0,86.3,67.5,100.0,6,5,6,3,Yes
Female,Rural,Welding,No,Yes,Low,Low,High,Occasional Issues,Both School,Yes,22,9212.0,7.06,96.7,24.3,35.0,46.6,2,5,1,5,Yes
Male,Semi-urban,ECE,No,No,Medium,Medium,Medium,Occasional Issues,Mixed,No,21,25566.0,12.8,71.1,54.3,55.6,73.0,1,7,9,1,No
Male,Semi-urban,ECE,Full,No,High,Low,High,Occasional Issues,Mixed,No,19,6034.0,0.6,86.9,81.1,43.9,59.6,0,9,4,2,No
Female,Urban,Mechanical,Full,No,Medium,High,Medium,Occasional Issues,Mixed,No,22,23515.0,1.1,84.0,62.3,47.2,71.0,0,9,8,1,No
Male,Rural,Mechanical,Partial,No,High,Low,High,Frequent Issues,Both School,No,18,2085.0,3.74,63.3,90.4,77.5,100.0,0,9,6,1,No
Female,Semi-urban,Civil,Partial,Yes,Low,Low,Medium,Occasional Issues,No,No,22,6909.0,3.7,87.7,10.0,62.0,79.1,3,6,2,1,Yes
Male,Semi-urban,Mechanical,Partial,Yes,High,Medium,Medium,Occasional Issues,Mixed,No,23,32386.0,1.0,58.0,77.3,47.0,54.0,1,7,8,4,No
Male,Rural,Plumbing,No,No,High,Medium,High,No Issues,No,No,21,25440.0,6.75,90.8,70.7,47.7,42.5,0,8,8,1,No
Female,Semi-urban,Civil,Partial,Yes,Medium,Medium,Medium,Frequent Issues,Mixed,No,22,8112.0,10.0,73.8,72.6,86.8,100.0,4,5,5,1,Yes
Male,Semi-urban,Welding,Full,No,High,High,Low,No Issues,No,No,17,7800.0,38.0,89.3,66.9,58.3,68.4,0,6,5,3,No
Female,Semi-urban,Electrical,No,No,Medium,Medium,High,Occasional Issues,Mixed,Yes,22,2538.0,2.9,79.7,53.2,92.1,83.8,0,8,1,2,Yes
Male,Urban,Welding,Partial,Yes,High,Low,Medium,Frequent Issues,No,Yes,18,14859.0,4.5,82.5,62.5,55.0,66.3,5,3,5,2,Yes
Male,Semi-urban,Civil,Partial,Yes,Medium,Low,Medium,No Issues,Mixed,No,17,41901.0,6.8,82.6,69.6,74.6,69.3,2,10,4,1,No
Male,Urban,Electrical,Partial,Yes,Low,Medium,Low,No Issues,Both School,No,24,42378.0,8.6,92.5,48.9,68.2,98.3,1,7,3,3,No
Female,Rural,Plumbing,Full,No,High,Low,High,Occasional Issues,Both School,No,23,4157.0,29.79,70.3,57.3,35.0,40.0,2,3,6,3,Yes
Female,Semi-urban,Civil,Partial,Yes,Medium,Medium,Medium,Occasional Issues,Both College,No,22,42477.0,0.8,92.3,45.1,61.5,64.0,0,10,4,2,No
Male,Rural,Welding,Partial,Yes,Medium,Medium,Medium,No Issues,Both School,No,20,2108.0,0.83,89.6,27.5,63.7,57.2,2,5,5,2,Yes
Male,Rural,Electrical,No,Yes,Medium,Medium,Low,No Issues,Both School,No,25,5295.0,10.42,78.6,73.7,53.2,62.7,0,7,7,2,No
Male,Semi-urban,Electrical,No,No,Low,High,Medium,Frequent Issues,Both College,No,18,21147.0,21.4,63.5,11.0,38.7,48.6,1,8,2,1,Yes
Male,Urban,Mechanical,Partial,Yes,Medium,Medium,Low,No Issues,Both College,No,26,13608.0,7.8,92.3,55.0,48.2,49.7,0,9,8,2,No
